code,from,to,Fr,Nl
35592,2016-10-01,,insuline glargine injection 300 U / 1 ml,insuline glargine injectie 300 E / 1 ml
35691,2016-10-01,,"idarucizumab injection/perfusion 2,5 g / 50 ml","idarucizumab injectie/infusie 2,5 g / 50 ml"
35287,2016-10-01,,olaparib oral 50 mg,olaparib oraal 50 mg
35709,2016-10-01,,aclidinium + formotérol inhalé 343 µg + 12 µg / 1 dos.,aclidinium + formoterol inhalatie 343 µg + 12 µg / 1 dos.
32698,,,,
35717,2016-10-01,,pranoprofène collyre ophtalmique 1 mg / 1 ml,pranoprofen druppels oculair 1 mg / 1 ml
35857,2016-10-01,,benzocaïne gingival/oromuqueux 200 mg / 1 ml,benzocaïne gingivaal/oromucosaal 200 mg / 1 ml
35782,2016-10-01,,"tiotropium + olodatérol inhalé 2,5 µg + 2,5 µg / 1 dos.","tiotropium + olodaterol inhalatie 2,5 µg + 2,5 µg / 1 dos."
34868,2016-10-01,2017-12-21,diclofénac sodium compresse transdermique local 10 mg / 1 g,diclofenac natrium verbandgaas transdermaal lokaal 10 mg / 1 g
35816,2016-10-01,,"midazolam buccal 2,5 mg / 0,5 ml","midazolam buccaal 2,5 mg / 0,5 ml"
10496,2016-10-01,,"épinéphrine injection 0,3 mg / 1 dose","epinefrine injectie 0,3 mg / 1 dosis"
20933,2016-10-01,,"époétine bêta (méthoxypolyéthylèneglycol) injection 75 µg / 0,3 ml","epoëtine bèta (methoxypolyethyleenglycol) injectie 75 µg / 0,3 ml"
33134,,,,
33704,2016-10-01,,magnésium chlorure injection/perfusion 1 g / 10 ml,magnesium chloride injectie/infusie 1 g / 10 ml
8516,2016-10-01,,"dénosumab injection 120 mg / 1,7 ml","denosumab injectie 120 mg / 1,7 ml"
34710,2016-10-01,,magnésium sulphate injection 1 g / 10 ml,magnesium sulfaat injectie 1 g / 10 ml
34728,,,,
34736,2016-10-01,,magnésium sulphate perfusion 2 g / 10 ml,magnesium sulfaat infusie 2 g / 10 ml
34744,,,,
34751,2016-10-01,,magnésium sulphate perfusion 3 g / 10 ml,magnesium sulfaat infusie 3 g / 10 ml
34769,2016-10-01,,magnésium sulphate perfusion 6 g / 20 ml,magnesium sulfaat infusie 6 g / 20 ml
9100,2016-10-01,,diclofénac sodium collyre ophtalmique (sans cons.) 1 mg / 1 ml,diclofenac natrium druppels oculair (zonder bew.) 1 mg / 1 ml
21378,2016-10-01,,métoprolol oral (libér. modifiée) éq. 100 mg,metoprolol oraal (gereg. afgifte) eq. 100 mg
32714,2016-10-01,2018-11-11,nifédipine oral (libér. modifiée) 1x/j 30 mg,nifedipine oraal (gereg. afgifte) 1x/d 30 mg
32722,2016-10-01,2018-11-11,nifédipine oral (libér. modifiée) 1x/j 60 mg,nifedipine oraal (gereg. afgifte) 1x/d 60 mg
35535,2016-10-01,,nintédanib oral (oncologie) 150 mg,nintedanib oraal (oncologie) 150 mg
23291,2016-10-01,,norépinéphrine perfusion 4 mg / 4 ml,norepinefrine infusie 4 mg / 4 ml
31229,,,,
8375,2016-10-01,,dasatinib oral 20 mg,dasatinib oraal 20 mg
59,2016-10-01,,abacavir oral 300 mg,abacavir oraal 300 mg
11221,2016-10-01,,ésoméprazole oral 20 mg,esomeprazol oraal 20 mg
3657,2016-10-01,,bexarotène oral 75 mg,bexaroteen oraal 75 mg
5041,2016-10-01,,capécitabine oral 150 mg,capecitabine oraal 150 mg
35105,2016-10-01,,exénatide 2 mg,exenatide 2 mg
26,2016-10-01,,"acide 5-aminolévulinique oral 1,5 g","5-aminolevulinezuur oraal 1,5 g"
8383,2016-10-01,,dasatinib oral 50 mg,dasatinib oraal 50 mg
10132,2016-10-01,,éfavirenz oral 200 mg,efavirenz oraal 200 mg
26013,2016-10-01,,"povidone collyre ophtalmique (sans cons.) 20 mg / 0,4 ml","povidon druppels oculair (zonder bew.) 20 mg / 0,4 ml"
34686,,,,
34777,2016-10-01,2017-08-31,risédronate oral 35 mg (I) + calcium + colécalciférol oral 1 g + 880 UI (II) [CAVE solide/liq.],risedronaat oraal 35 mg (I) + calcium + colecalciferol oraal 1 g + 880 IE (II) [CAVE vast/vloeib.]
30320,2016-10-01,,thiamphénicol glycinate acétylcystéinate endosinusal/inhalé/nasal 400 mg,thiamfenicol glycinaatacetylcysteïnaat endosinusaal/inhalatie/nasaal 400 mg
32730,2016-10-01,,"timolol collyre ophtalmique (sans cons.) 2,5 mg / 1 ml","timolol druppels oculair (zonder bew.) 2,5 mg / 1 ml"
31112,2016-10-01,,tramadol injection/perfusion 100 mg / 2 ml,tramadol injectie/infusie 100 mg / 2 ml
31138,,,,
31153,,,,
31161,,,,
31179,,,,
31195,,,,
31211,,,,
3640,2016-10-01,,bévacizumab perfusion 400 mg / 16 ml,bevacizumab infusie 400 mg / 16 ml
24992,2016-10-01,,parécoxib injection 40 mg,parecoxib injectie 40 mg
31732,2016-10-01,,valganciclovir oral 450 mg,valganciclovir oraal 450 mg
5678,2016-10-01,,ceftazidime injection 1 g,ceftazidim injectie 1 g
33365,2016-10-01,,tacrolimus oral 2 mg,tacrolimus oraal 2 mg
34918,2016-10-01,2018-07-20,dasabuvir oral 250 mg,dasabuvir oraal 250 mg
25320,2016-10-01,2017-08-20,pentazocine oral 50 mg,pentazocine oraal 50 mg
12633,2016-10-01,2017-12-21,fentanyl sublingual 600 µg,fentanyl sublinguaal 600 µg
35766,2016-10-01,,étanercept injection 10 mg,etanercept injectie 10 mg
679,2016-10-01,,aescine oral 20 mg,aescine oraal 20 mg
2105,2016-10-01,,"apixaban oral 2,5 mg","apixaban oraal 2,5 mg"
7062,2016-10-01,,clobazam oral 10 mg,clobazam oraal 10 mg
11460,2016-10-01,,"estriol vaginal 0,5 mg","estriol vaginaal 0,5 mg"
18242,2016-10-01,2017-06-12,lacidipine oral 4 mg,lacidipine oraal 4 mg
22657,2016-10-01,,chlorure sodium solution pour irrigation cutané/nasal/ophtalmique 405 mg / 45 ml,natrium chloride spoeling cutaan/nasaal/oculair 405 mg / 45 ml
30205,2016-10-01,,"tétracaïne chlorhydrate collyre ophtalmique (sans cons.) 5 mg / 0,5 ml","tetracaïne hydrochloride druppels oculair (zonder bew.) 5 mg / 0,5 ml"
25445,2016-10-01,,"périndopril + indapamide oral éq. 4 mg + 1,25 mg [CAVE séc.]","perindopril + indapamide oraal eq. 4 mg + 1,25 mg [CAVE deelb.]"
25452,2016-10-01,,périndopril oral éq. 4 mg,perindopril oraal eq. 4 mg
20008,2016-10-01,,magaldrate oral 800 mg / 10 ml,magaldraat oraal 800 mg / 10 ml
32466,2016-10-01,,acide zolédronique perfusion 4 mg / 5 ml,zoledroninezuur infusie 4 mg / 5 ml
4036,2016-10-01,,bosentan oral 125 mg,bosentan oraal 125 mg
19661,2016-10-01,2018-03-19,lithium oral 500 mg,lithium oraal 500 mg
29033,2016-10-01,,sorbitol oral 5 g,sorbitol oraal 5 g
28076,2016-10-01,,"rotavirus, 1 type oral","rotavirus, 1 type oraal"
33225,2016-10-01,,Vitis vinifera oral 300 mg,Vitis vinifera oraal 300 mg
10652,2016-10-01,,"époétine alfa injection 20 000 UI / 0,5 ml","epoëtine alfa injectie 20 000 IE / 0,5 ml"
2451,,,,
8771,,,,
9332,2016-10-01,,diltiazem oral (libér. modifiée) 180 mg,diltiazem oraal (gereg. afgifte) 180 mg
8813,2016-10-01,,"dexkétoprofène oral 12,5 mg [CAVE séc.]","dexketoprofen oraal 12,5 mg [CAVE deelb.]"
11338,2016-10-01,,estradiol oral 1 mg,estradiol oraal 1 mg
14902,2016-10-01,,golimumab injection 100 mg / 1 ml,golimumab injectie 100 mg / 1 ml
15529,2016-10-01,,"virus de l'hépatite A injection 25 U / 0,5 ml","hepatitis A-virus injectie 25 E / 0,5 ml"
17707,2016-10-01,,ivabradine oral 5 mg,ivabradine oraal 5 mg
17715,2016-10-01,,"ivabradine oral 7,5 mg","ivabradine oraal 7,5 mg"
17731,2016-10-01,,iobitridol injection 548 mg / 1 ml,jobitridol injectie 548 mg / 1 ml
18705,2016-10-01,,lercanidipine oral 20 mg,lercanidipine oraal 20 mg
20958,2016-10-01,,méthyldopa oral 250 mg,methyldopa oraal 250 mg
23556,2016-10-01,,ofloxacine oral 400 mg,ofloxacine oraal 400 mg
21774,2016-10-01,,"misoprostol oral 0,2 mg","misoprostol oraal 0,2 mg"
2469,,,,
4333,2016-10-01,,budésonide nasal 100 µg / 1 dos.,budesonide nasaal 100 µg / 1 dos.
34264,,,,
34801,2016-10-01,,"lidocaïne + cétrimide gingival/oromuqueux 150 mg + 1,5 mg / 1 g","lidocaïne + cetrimide gingivaal/oromucosaal 150 mg + 1,5 mg / 1 g"
34454,2016-10-01,,apomorphine injection 30 mg / 3 ml,apomorfine injectie 30 mg / 3 ml
35477,2016-10-01,,charbon activé oral 750 mg / 5 g,geactiveerde kool oraal 750 mg / 5 g
35865,2016-10-01,,éthanol perfusion 96 %,ethanol infusie 96 %
35808,2016-10-01,,midazolam buccal 10 mg / 2 ml,midazolam buccaal 10 mg / 2 ml
31336,2016-10-01,,trazodone oral 100 mg [CAVE séc.],trazodon oraal 100 mg [CAVE deelb.]
7443,2016-10-01,,cloxazolam oral 2 mg,cloxazolam oraal 2 mg
21881,2016-10-01,,moclobémide oral 150 mg,moclobemide oraal 150 mg
21899,2016-10-01,,modafinil oral 100 mg,modafinil oraal 100 mg
23028,2016-10-01,,nilotinib oral 200 mg,nilotinib oraal 200 mg
21923,2016-10-01,,molsidomine oral 2 mg,molsidomine oraal 2 mg
802,2016-10-01,,acide alendronique oral 10 mg,alendroninezuur oraal 10 mg
851,2016-10-01,,"alfacalcidol oral 0,25 µg","alfacalcidol oraal 0,25 µg"
1685,2016-10-01,,amlodipine + valsartan oral 10 mg + 160 mg,amlodipine + valsartan oraal 10 mg + 160 mg
2485,2016-10-01,,atorvastatine oral 80 mg [CAVE séc.],atorvastatine oraal 80 mg [CAVE deelb.]
125,2016-10-01,,acarbose oral 100 mg,acarbose oraal 100 mg
20271,2016-10-01,,melphalan oral 2 mg,melfalan oraal 2 mg
22905,2016-10-01,,nicotine oral 2 mg,nicotine oraal 2 mg
4747,2016-10-01,,"cabergoline oral 0,5 mg","cabergoline oraal 0,5 mg"
7765,2016-10-01,,crizotinib oral 250 mg,crizotinib oraal 250 mg
32383,2016-10-01,,zidovudine oral 250 mg,zidovudine oraal 250 mg
31872,,,,
20768,2016-10-01,,méthadone oral 5 mg,methadon oraal 5 mg
23572,,,,
27581,2016-10-01,,riluzole oral 50 mg,riluzol oraal 50 mg
29058,2016-10-01,,sotalol oral 160 mg,sotalol oraal 160 mg
11924,2016-10-01,,étravirine oral 200 mg,etravirine oraal 200 mg
2410,2016-10-01,,atomoxétine oral 25 mg,atomoxetine oraal 25 mg
8599,2016-10-01,,desloratadine oral 5 mg [CAVE solide/liq.],desloratadine oraal 5 mg [CAVE vast/vloeib.]
11833,2016-10-01,,étoposide oral 25 mg,etoposide oraal 25 mg
32508,,,,
1271,2016-10-01,,alprazolam oral 2 mg,alprazolam oraal 2 mg
2113,2016-10-01,,apixaban oral 5 mg,apixaban oraal 5 mg
3921,2016-10-01,2018-05-17,bisoxatine oral 120 mg,bisoxatine oraal 120 mg
5934,2016-10-01,,cétirizine oral 10 mg,cetirizine oraal 10 mg
13870,2016-10-01,,fotémustine perfusion 200 mg,fotemustine infusie 200 mg
11973,2016-10-01,,évérolimus oral 10 mg,everolimus oraal 10 mg
18309,2016-10-01,,lactitol oral 10 g,lactitol oraal 10 g
20529,2016-10-01,,mercaptopurine oral 50 mg,mercaptopurine oraal 50 mg
22079,2016-10-01,,morphine oral 10 mg,morfine oraal 10 mg
24133,2016-10-01,,oxybate oral 500 mg / 1 ml,oxybaat oraal 500 mg / 1 ml
10231,2016-10-01,,eltrombopag oral 25 mg,eltrombopag oraal 25 mg
11726,2016-10-01,,éthylmorphine oral 5 mg,ethylmorfine oraal 5 mg
12914,2016-10-01,,"fingolimod oral 0,5 mg","fingolimod oraal 0,5 mg"
23481,,,,
28993,,,,
232,2016-10-01,,acétylcystéine oral 100 mg,acetylcysteïne oraal 100 mg
2717,2016-10-01,,azathioprine oral 25 mg,azathioprine oraal 25 mg
5702,2016-10-01,2018-06-04,ceftazidime injection 2 g,ceftazidim injectie 2 g
19208,2016-10-01,,"lévonorgestrel intra-utérin 13,5 mg","levonorgestrel intra-uterien 13,5 mg"
23663,2016-10-01,,olmésartan oral 10 mg,olmesartan oraal 10 mg
24612,2016-10-01,,pamidronate perfusion 90 mg / 30 ml,pamidronaat infusie 90 mg / 30 ml
28746,2016-10-01,,siméticone oral 240 mg,simeticon oraal 240 mg
2279,2016-10-01,,asénapine sublingual 5 mg,asenapine sublinguaal 5 mg
14548,2016-10-01,,gemcitabine perfusion 2 g,gemcitabine infusie 2 g
19299,,,,
29801,2016-10-01,2017-08-31,telmisartan + amlodipine oral 40 mg + 10 mg,telmisartan + amlodipine oraal 40 mg + 10 mg
3319,2016-10-01,,benzylpénicilline injection 1 200 000 UI,benzylpenicilline injectie 1 200 000 IE
18853,,,,
30114,2016-10-01,,terbinafine chlorhydrate crème cutané 10 mg / 1 g,terbinafine hydrochloride crème cutaan 10 mg / 1 g
33183,2016-10-01,,canagliflozine oral 300 mg,canagliflozine oraal 300 mg
9019,2016-10-01,,diclofenac sodium gel transdermique local 10 mg / 1 g,diclofenac natrium gel transdermaal lokaal 10 mg / 1 g
35154,,,,
23077,2016-10-01,,nitisinone oral 10 mg,nitisinon oraal 10 mg
11536,2016-10-01,,étanercept injection 50 mg / 1 ml,etanercept injectie 50 mg / 1 ml
14621,2016-10-01,,Ginkgo biloba oral 120 mg,Ginkgo biloba oraal 120 mg
34181,2016-10-01,2019-01-20,daclatasvir oral 60 mg,daclatasvir oraal 60 mg
13656,2016-10-01,,acide folique oral 4 mg,foliumzuur oraal 4 mg
19653,2016-10-01,,lithium oral 400 mg,lithium oraal 400 mg
27441,2016-10-01,2018-10-18,rétinol acétate pommade cutané 4 550 UI / 1 g,retinol acetaat zalf cutaan 4 550 IE / 1 g
33829,2016-10-01,,nicotine dispositif transdermique 25 mg / 16 h,nicotine pleister transdermaal 25 mg / 16 u
35022,2016-10-01,,Echinacea purpurea oral 180 mg,Echinacea purpurea oraal 180 mg
31492,2016-10-01,,"tropicamide collyre ophtalmique (sans cons.) 2 mg / 0,4 ml","tropicamide druppels oculair (zonder bew.) 2 mg / 0,4 ml"
32615,2016-10-01,,soufre hexafluorure injection 225 µg,zwavel hexafluoride injectie 225 µg
33555,2016-10-01,2018-06-29,"albiglutide injection 30 mg / 0,5 ml","albiglutide injectie 30 mg / 0,5 ml"
3350,2016-10-01,,bétahistine oral 24 mg,betahistine oraal 24 mg
9159,2016-10-01,2017-12-21,didanosine oral 400 mg,didanosine oraal 400 mg
13763,2016-10-01,,formotérol inhalé 12 µg,formoterol inhalatie 12 µg
26773,2016-10-01,,prothipendyl oral 80 mg,prothipendyl oraal 80 mg
4895,2016-10-01,,calcium(II) oral 500 mg,calcium(II) oraal 500 mg
133,2016-10-01,,acarbose oral 50 mg,acarbose oraal 50 mg
18259,,,,
26260,2016-10-01,,prasugrel oral 5 mg,prasugrel oraal 5 mg
1750,2016-10-01,,Thymus vulgaris oral 750 mg / 5 ml,Thymus vulgaris oraal 750 mg / 5 ml
12294,2016-10-01,,félodipine + ramipril oral (libér. modifiée) 5 mg + 5 mg,felodipine + ramipril oraal (gereg. afgifte) 5 mg + 5 mg
5868,2016-10-01,,célécoxib oral 200 mg,celecoxib oraal 200 mg
6650,2016-10-01,,cinnarizine oral 25 mg,cinnarizine oraal 25 mg
11437,2016-10-01,,estramustine oral 140 mg,estramustine oraal 140 mg
14928,2016-10-01,,"goséréline (implant) 10,8 mg","gosereline (implantaat) 10,8 mg"
18200,2016-10-01,,kétotifène oral (libér. modifiée) 2 mg,ketotifen oraal (gereg. afgifte) 2 mg
2683,2016-10-01,,axitinib oral 5 mg,axitinib oraal 5 mg
14746,2016-10-01,,gliquidone oral 30 mg,gliquidon oraal 30 mg
27631,2016-10-01,,rispéridone oral 1 mg / 1 ml,risperidon oraal 1 mg / 1 ml
32839,2016-10-01,,vismodégib oral 150 mg,vismodegib oraal 150 mg
4713,2016-10-01,,inhibiteur de la C1 estérase injection 500 U,C1-esteraseremmer injectie 500 E
4572,2016-10-01,,buprénorphine sublingual 8 mg,buprenorfine sublinguaal 8 mg
8607,2016-10-01,,"desmopressine oral 0,2 mg","desmopressine oraal 0,2 mg"
16923,2016-10-01,,indométacine rectal 100 mg,indometacine rectaal 100 mg
18218,2016-10-01,,labétalol oral 100 mg,labetalol oraal 100 mg
19521,2016-10-01,,linagliptine oral 5 mg,linagliptine oraal 5 mg
20875,2016-10-01,2018-11-29,méthoxsalène oral 10 mg,methoxsaleen oraal 10 mg
23978,2016-10-01,,orlistat oral 60 mg,orlistat oraal 60 mg
5751,2016-10-01,,ceftriaxone perfusion 2 g,ceftriaxon infusie 2 g
6833,2016-10-01,,citalopram oral 40 mg,citalopram oraal 40 mg
18440,,,,
25023,2016-10-01,,paroxétine oral 20 mg,paroxetine oraal 20 mg
12559,2016-10-01,2017-12-21,fentanyl sublingual 200 µg,fentanyl sublinguaal 200 µg
26864,2016-10-01,,pyrazinamide oral 500 mg,pyrazinamide oraal 500 mg
15313,2016-10-01,,Groupe Toplexil sir. oral,Groep Toplexil sir. oraal
34843,,,,
14738,2016-10-01,,glipizide oral 5 mg,glipizide oraal 5 mg
20644,2016-10-01,,mésalazine rectal 4 g / 60 ml,mesalazine rectaal 4 g / 60 ml
2048,2016-10-01,,"anagrélide oral 0,5 mg","anagrelide oraal 0,5 mg"
1701,2016-10-01,,amlodipine oral 5 mg [CAVE séc.],amlodipine oraal 5 mg [CAVE deelb.]
14662,2016-10-01,,glibenclamide oral 5 mg,glibenclamide oraal 5 mg
23002,2016-10-01,2017-06-12,nifurtoïnol oral 100 mg,nifurtoïnol oraal 100 mg
26443,,,,
28670,,,,
15305,2016-10-01,,Groupe Syngel oral,Groep Syngel oraal
11882,2016-10-01,,étoricoxib oral 30 mg,etoricoxib oraal 30 mg
100,2016-10-01,2017-06-12,abiratérone oral 250 mg,abirateron oraal 250 mg
10000,2016-10-01,2017-06-12,duloxétine oral 20 mg,duloxetine oraal 20 mg
11387,2016-10-01,,estradiol oral 2 mg,estradiol oraal 2 mg
18333,2016-10-01,,lactulose oral 10 g,lactulose oraal 10 g
23952,2016-10-01,,ondansétron oral 8 mg,ondansetron oraal 8 mg
27375,,,,
32276,2016-10-01,,warfarine oral 5 mg,warfarine oraal 5 mg
1214,,,,
5538,2016-10-01,,céfadroxil oral 500 mg / 5 ml,cefadroxil oraal 500 mg / 5 ml
9811,2016-10-01,,dorzolamide collyre ophtalmique 20 mg / 1 ml,dorzolamide druppels oculair 20 mg / 1 ml
11874,2016-10-01,,étoricoxib oral 120 mg,etoricoxib oraal 120 mg
24521,2016-10-01,,palipéridone oral (libér. modifiée) 9 mg,paliperidon oraal (gereg. afgifte) 9 mg
13953,2016-10-01,,furosémide oral (libér. modifiée) 30 mg,furosemide oraal (gereg. afgifte) 30 mg
25650,2016-10-01,,pioglitazone oral 15 mg,pioglitazon oraal 15 mg
30213,2016-10-01,,"tétracosactide injection 0,25 mg / 1 ml","tetracosactide injectie 0,25 mg / 1 ml"
33647,2016-10-01,,"follitropine alfa injection 75 UI / 0,125 ml","follitropine alfa injectie 75 IE / 0,125 ml"
34884,,,,
3376,2016-10-01,,bétaïne oral 180 g,betaïne oraal 180 g
29553,2016-10-01,,"tacrolimus oral 0,5 mg","tacrolimus oraal 0,5 mg"
34157,2016-10-01,,empagliflozine oral 10 mg,empagliflozine oraal 10 mg
24208,2016-10-01,,oxycodone oral 10 mg,oxycodon oraal 10 mg
8391,2016-10-01,,dasatinib oral 70 mg,dasatinib oraal 70 mg
35873,2016-10-01,,clévidipine perfusion 25 mg / 50 ml,clevidipine infusie 25 mg / 50 ml
35881,2016-10-01,,"éliglustat oral 84,4 mg","eliglustat oraal 84,4 mg"
2790,2016-10-01,,azithromycine oral 500 mg [CAVE séc.],azithromycine oraal 500 mg [CAVE deelb.]
10629,2016-10-01,,éplérénone oral 25 mg,eplerenon oraal 25 mg
16964,2016-10-01,,infliximab perfusion 100 mg,infliximab infusie 100 mg
20362,2016-10-01,,mémantine oral 10 mg,memantine oraal 10 mg
6593,2016-10-01,,cinacalcet oral 90 mg,cinacalcet oraal 90 mg
33399,2016-10-01,,mésalazine oral (libér. modifiée) 3 g,mesalazine oraal (gereg. afgifte) 3 g
28407,2016-10-01,,"Salmonella typhi injection 25 µg / 0,5 ml","Salmonella typhi injectie 25 µg / 0,5 ml"
4119,2016-10-01,,brentuximab védotine perfusion 50 mg,brentuximab vedotine infusie 50 mg
8953,2016-10-01,,diazépam oral 10 mg [CAVE séc.],diazepam oraal 10 mg [CAVE deelb.]
31476,2016-10-01,,"triptoréline injection 3,75 mg [CAVE tool]","triptoreline injectie 3,75 mg [CAVE tool]"
9670,2016-10-01,2017-06-12,docétaxel perfusion 80 mg / 8 ml,docetaxel infusie 80 mg / 8 ml
10942,2016-10-01,,"époprosténol perfusion 0,5 mg","epoprostenol infusie 0,5 mg"
17434,2016-10-01,,irbésartan oral 150 mg [CAVE séc.],irbesartan oraal 150 mg [CAVE deelb.]
20826,2016-10-01,,"méthotrexate oral 2,5 mg","methotrexaat oraal 2,5 mg"
22806,2016-10-01,,névirapine oral 50 mg / 5 ml,nevirapine oraal 50 mg / 5 ml
24406,2016-10-01,,paclitaxel perfusion 150 mg / 25 ml,paclitaxel infusie 150 mg / 25 ml
29629,2016-10-01,,tacrolimus oral 5 mg,tacrolimus oraal 5 mg
2428,2016-10-01,,atomoxétine oral 40 mg,atomoxetine oraal 40 mg
29207,2016-10-01,2017-08-20,strontium oral 2 g,strontium oraal 2 g
26716,2016-10-01,,propranolol oral 40 mg,propranolol oraal 40 mg
14761,2016-10-01,,glucosamine oral 1 178 mg [CAVE solide/liq.],glucosamine oraal 1 178 mg [CAVE vast/vloeib.]
23143,2016-10-01,,nitrofural pommade cutané 2 mg / 1 g,nitrofural zalf cutaan 2 mg / 1 g
34322,2016-10-01,,fumarate de diméthyle oral 240 mg,dimethylfumaraat oraal 240 mg
15982,2016-10-01,,hydromorphone oral (libér. modifiée) 24 mg,hydromorfon oraal (gereg. afgifte) 24 mg
5561,2016-10-01,,céfazoline injection 1 g,cefazoline injectie 1 g
19596,2016-10-01,,liraglutide injection (diabète) 18 mg / 3 ml,liraglutide injectie (diabetes) 18 mg / 3 ml
28795,2016-10-01,,sirolimus oral 1 mg,sirolimus oraal 1 mg
18366,2016-10-01,,lamivudine oral 150 mg,lamivudine oraal 150 mg
190,2016-10-01,,acénocoumarol oral 4 mg,acenocoumarol oraal 4 mg
83,2016-10-01,,abatacept perfusion 250 mg,abatacept infusie 250 mg
2808,2016-10-01,,aztréonam injection/perfusion 1 g,aztreonam injectie/infusie 1 g
8524,2016-10-01,,dénosumab injection 60 mg / 1 ml,denosumab injectie 60 mg / 1 ml
23838,2016-10-01,,"omalizumab injection 75 mg / 0,5 ml","omalizumab injectie 75 mg / 0,5 ml"
7690,2016-10-01,,"collagénases injection 0,9 mg","collagenasen injectie 0,9 mg"
8631,2016-10-01,,desmopressine sublingual 120 µg,desmopressine sublinguaal 120 µg
24240,2016-10-01,,oxycodone oral 20 mg,oxycodon oraal 20 mg
11015,2016-10-01,,"eptifibatide perfusion 0,75 mg / 1 ml","eptifibatide infusie 0,75 mg / 1 ml"
10033,2016-10-01,,duloxétine oral 60 mg,duloxetine oraal 60 mg
12740,,,,
13532,2016-10-01,2017-06-12,fluvastatine oral 40 mg,fluvastatine oraal 40 mg
17533,2016-10-01,,isoniazide oral 300 mg,isoniazide oraal 300 mg
18515,,,,
19836,2016-10-01,,lormétazépam oral 1 mg,lormetazepam oraal 1 mg
23150,2016-10-01,,nitrofurantoïne oral 100 mg,nitrofurantoïne oraal 100 mg
23168,2016-10-01,,nitrofurantoïne oral 50 mg,nitrofurantoïne oraal 50 mg
26120,2016-10-01,,povidone iodée savon cutané 75 mg / 1 ml,povidon-jood zeep cutaan 75 mg / 1 ml
25403,,,,
26351,2016-10-01,,prazosine oral 2 mg,prazosine oraal 2 mg
27177,2016-10-01,,ramipril oral 10 mg,ramipril oraal 10 mg
27730,,,,
30932,2016-10-01,,"topotécan oral 0,25 mg","topotecan oraal 0,25 mg"
21485,2016-10-01,,miansérine oral 10 mg,mianserine oraal 10 mg
22756,2016-10-01,,"néostigmine injection 0,5 mg / 1 ml","neostigmine injectie 0,5 mg / 1 ml"
22772,2016-10-01,2019-01-20,névirapine oral (libér. modifiée) 100 mg,nevirapine oraal (gereg. afgifte) 100 mg
2584,2016-10-01,,atropine injection 1 mg / 1 ml,atropine injectie 1 mg / 1 ml
2600,2016-10-01,,atropine sulfate collyre ophtalmique 10 mg / 1 ml,atropine sulfaat druppels oculair 10 mg / 1 ml
8110,2016-10-01,,"daltéparine injection 5 000 UI anti-Xa / 0,2 ml","dalteparine injectie 5 000 IE anti-Xa / 0,2 ml"
9035,2016-10-01,,diclofénac oral 25 mg,diclofenac oraal 25 mg
9092,2016-10-01,,diclofénac oral (libér. modifiée) 75 mg,diclofenac oraal (gereg. afgifte) 75 mg
11957,2016-10-01,,"évérolimus oral 0,5 mg","everolimus oraal 0,5 mg"
16253,2016-10-01,,ibuprofène oral 200 mg / 5 ml,ibuprofen oraal 200 mg / 5 ml
28597,2016-10-01,,sertraline oral 100 mg [CAVE séc.],sertraline oraal 100 mg [CAVE deelb.]
26708,2016-10-01,,propranolol oral (libér. modifiée) 160 mg,propranolol oraal (gereg. afgifte) 160 mg
29280,2016-10-01,,sulconazole nitrate solution cutané 10 mg / 1 g,sulconazol nitraat oplossing cutaan 10 mg / 1 g
29306,2016-10-01,,sulfadiazine argent crème cutané 10 mg / 1 g,sulfadiazine zilver crème cutaan 10 mg / 1 g
31286,2016-10-01,,acide tranexamique injection 500 mg / 5 ml,tranexaminezuur injectie 500 mg / 5 ml
398,2016-10-01,,acide acétylsalicylique oral 500 mg [CAVE solide/liq.],acetylsalicylzuur oraal 500 mg [CAVE vast/vloeib.]
18655,2016-10-01,,lénalidomide oral 15 mg,lenalidomide oraal 15 mg
12658,2016-10-01,2019-01-20,fentanyl buccal 800 µg,fentanyl buccaal 800 µg
25098,2016-10-01,,"pegfilgrastim injection 6 mg / 0,6 ml","pegfilgrastim injectie 6 mg / 0,6 ml"
30593,,,,
33324,2016-10-01,,uméclidinium + vilantérol inhalé 55 µg + 22 µg / 1 dos.,umeclidinium + vilanterol inhalatie 55 µg + 22 µg / 1 dos.
12831,2016-10-01,,"fibrinogène + thrombine 5,5 mg + 2 UI / 1 cm²","fibrinogeen + trombine 5,5 mg + 2 IE / 1 cm²"
33910,2016-10-01,,estradiol oral 1 mg (I) + progestérone oral 200 mg (II),estradiol oraal 1 mg (I) + progesteron oraal 200 mg (II)
33837,2016-10-01,,sélénium perfusion 100 µg / 10 ml,selenium infusie 100 µg / 10 ml
33902,2016-10-01,,timolol collyre ophtalmique (sans cons.) 5 mg / 1 ml,timolol druppels oculair (zonder bew.) 5 mg / 1 ml
34132,2016-10-01,,"flurbiprofène oropharyngé 8,75 mg / 1 dos.","flurbiprofen orofaryngeaal 8,75 mg / 1 dos."
21360,2016-10-01,,métoprolol oral éq. 100 mg,metoprolol oraal eq. 100 mg
29041,2016-10-01,,sorbitol + citrate + laurylsulfoacétate rectal 625 mg + 90 mg + 9 mg / 1 ml,sorbitol + citraat + laurylsulfoacetaat rectaal 625 mg + 90 mg + 9 mg / 1 ml
34314,,,,
